date,blog_name,domain_name,url
,Not Acceptable!,2bearbear.com,http://2bearbear.com/perth-city-to-bunbury-an-australian-road-trip/
,Not Acceptable!,2bearbear.com,http://2bearbear.com/taoyuan-attractions-taiwan-trip-day-9/
,Not Acceptable!,2bearbear.com,http://2bearbear.com/things-to-do-singapore/
,Not Acceptable!,2bearbear.com,http://2bearbear.com/turkey-trip-day-1-singapore-istanbul-ferry-canakkale/
2011-03-01,Entree Kibbles: Haunted Red House @ Pasir Ris,cavinteo.blogspot.com,http://cavinteo.blogspot.com/2011/03/haunted-red-house-pasir-ris.html
2016-05-01,Entree Kibbles: Bangkok 2016 - 6 Days 5 Nights Itinerary (Summary of a Relaxing Trip),cavinteo.blogspot.com,http://cavinteo.blogspot.com/2016/05/bangkok-2016-6-days-5-nights-itinerary.html
2016-08-01,"Entree Kibbles: Day One of My Three Days, Two Nights Penang Trip 2016",cavinteo.blogspot.com,http://cavinteo.blogspot.com/2016/08/day-one-of-my-three-days-two-nights.html
2016-12-01,"Entree Kibbles: 5 Days, 4 Nights Itinerary to Bandung, the Paris of Java @ Indonesia",cavinteo.blogspot.com,http://cavinteo.blogspot.com/2016/12/5-days-4-nights-itinerary-to-bandung.html
2017-05-01,Entree Kibbles: Holiday Villa Johor Bahru City Centre - Next to KSL Mall & Resort and 11 Century Hotel @ Johore [Malaysia],cavinteo.blogspot.com,http://cavinteo.blogspot.com/2017/05/holiday-villa-johor-bahru-city-centre.html
2017-07-01,"Entree Kibbles: 4 Days, 3 Nights Itinerary to Bali - The Island of the Gods @ Indonesia",cavinteo.blogspot.com,http://cavinteo.blogspot.com/2017/07/4-days-3-nights-itinerary-to-bali.html
2017-12-01,"Entree Kibbles: Kluang Itinerary - 2 Days, 1 Night Road Trip with a Rented Car @ The Heart of Johor [Malaysia] #kluang #itinerary",cavinteo.blogspot.com,http://cavinteo.blogspot.com/2017/12/kluang-itinerary-2-days-1-night-road.html
2018-01-01,Entree Kibbles: 5 Days Itinerary in Phuket (Pearl of the South) - Largest Island of Thailand,cavinteo.blogspot.com,http://cavinteo.blogspot.com/2018/01/5-days-itinerary-in-phuket-pearl-of.html
2018-05-01,"Entree Kibbles: Day 6 in Hokkaido (Summer): Taking the Subway, Had King Crab, Prayed at a Shrine, Had Soup Curry, Took the Vintage Tram - Inaugural Trip to Japan! ",cavinteo.blogspot.com,http://cavinteo.blogspot.com/2018/05/day-6-in-hokkaido-summer-japan.html
2018-06-01,"Others Archives - mitsueki   | Singapore Lifestyle Blogger - Food, Fashion, Travel & Random News",mitsueki.sg,http://mitsueki.sg/category/guest-writer-article-syndication/others/
2014-03-23,11 Awesome Places For Solo Travel - Pohtecktoes,pohtecktoes.com,http://pohtecktoes.com/11-awesome-places-for-solo-travel/
2015-12-04,Koh Samui - Perfect for Weekend Getaways - Pohtecktoes,pohtecktoes.com,http://pohtecktoes.com/koh-samui-getaway/
2016-08-17,5 Days London Budget Guide - Travel for  60/day including accommodation - Pohtecktoes,pohtecktoes.com,http://pohtecktoes.com/london-budget-guide/
2014-11-11,SG Guide to long weekend getaways in 2015 - Pohtecktoes,pohtecktoes.com,http://pohtecktoes.com/long-weekend-getaways-in-2015/
2015-08-21,Kiasu Guide to Long Weekend Getaways in 2016 (SG) - Pohtecktoes,pohtecktoes.com,http://pohtecktoes.com/long-weekend-getaways-in-2016/
2016-09-19,6 days Maldives Budget Guide: $1000 including flights & accommodation,pohtecktoes.com,http://pohtecktoes.com/maldives-budget-guide/
2016-04-06,SG Guide to long weekend getaways 2017 - Pohtecktoes,pohtecktoes.com,http://pohtecktoes.com/singapore-long-weekend-getaways-2017/
,Singapore's 1st Travel Intern Wanted - Pohtecktoes,pohtecktoes.com,http://pohtecktoes.com/travel-intern/
2016-03-26,A Weekend Getaway at Bintan Lagoon Resorts - Pohtecktoes,pohtecktoes.com,http://pohtecktoes.com/weekend-getaway-at-bintan-lagoon-resorts/
,"Best Singapore Restaurants, Travel and Hotel Reviews - Sparklette Magazine",sparklette.net,http://sparklette.net/
,"Tokyo, Disneyland & Kyoto Japan Travel Blog, Itinerary & Best Hotel Reviews
 | Sparklette Magazine",sparklette.net,http://sparklette.net/category/travel/japan/
,"Singapore Travel Blog, Itinerary & Best Hotel Reviews
 | Sparklette Magazine - Page 6",sparklette.net,http://sparklette.net/category/travel/page/6/
,"Bangkok & Chiang Mai Thailand Travel Blog, Itinerary & Best Hotel Reviews
 | Sparklette Magazine",sparklette.net,http://sparklette.net/category/travel/thailand/
2011-06-08,"Fosters, an English Rose Cafe - Possibly the Cheapest High Tea in Singapore - Sparklette Magazine",sparklette.net,http://sparklette.net/food/fosters-english-rose-cafe/
,"Best Singapore Restaurants, Travel and Hotel Reviews - Sparklette Magazine - Page 48",sparklette.net,http://sparklette.net/page/48/
2009-05-26,Cambodia Travel Blog: Siem Reap (Day 1) - Pub Street & Old Market - Sparklette Magazine,sparklette.net,http://sparklette.net/travel/cambodia/siem-reap-pub-street-old-market/
2007-08-30,"Japan Travel Blog (Day 8) - Kyoto, Part 1 - Sparklette Magazine",sparklette.net,http://sparklette.net/travel/japan/kyoto/
2007-08-21,Japan Travel Blog (Day 1) - Arrival in Tokyo - Sparklette Magazine,sparklette.net,http://sparklette.net/travel/japan/tokyo/
,Not Acceptable!,thekeepersmap.com,http://thekeepersmap.com/
,Not Acceptable!,thekeepersmap.com,http://thekeepersmap.com/canggu-itinerary-bali/
,Not Acceptable!,thekeepersmap.com,http://thekeepersmap.com/hangzhou-2d1n-walking-itinerary/
,Not Acceptable!,thekeepersmap.com,http://thekeepersmap.com/hong-kong-local-eateries/
,Not Acceptable!,thekeepersmap.com,http://thekeepersmap.com/seminyak-itinerary-bali/
2018-03-21,5 Tips to make your Siem Reap Trip Fun - JetBlogger,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/5-tips-make-your-siem-reap-trip-fun-jetblogger/
2017-06-02,6 Must Do activities Sydney Travel Tips Singapore Travel Blogger,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/6-must-do-activities-sydney-travel-tips-singapore-travel-blogger/
2018-01-08,Detailed Road Trip Guide to Okinawa Japan for First Timers,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/detailed-road-trip-guide-okinawa-japan-first-timers-singapore-travel-blogger-jensen-chua/
2017-07-07,An Escape to Paradise in Fiji Islands by JetBlogger Jensen Chua,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/escape-paradise-fiji-islands-jetblogger-jensen-chua/
2018-04-28,6 Days Nature Way Road Trip in Darwin and Surrounds - Australia Northern Territory,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/nature-way-road-trip-darwin-surrounds-australia-northern-territory/
2018-06-13,8D New Zealand Road Trip Specially Crafted for Singaporeans,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/new-zealand-road-trip-specially-crafted-singaporeans/
2017-01-26,Family Vacation School Holiday Short Break Phuket Travel Blog Reviews Holiday Inn Patong,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/short-vacation-phuket-hotel-reviews-holiday-inn-patong-travel-photography-jensen-chua/
2019-09-23,Singapore Travel Blogger Photographer Jensen Chua - Jetblogger Jetabout Holidays,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/singapore-travel-blogger-photographer-jensen-chua-jetblogger-jetabout-holidays/
2016-11-25,Singapore Travel Blogger Photographer Reviews Planning Itineraries Private touring advice Jetabout Holidays Jetblogger,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/singapore-travel-blogger-photographer-reviews-planning-itinerariesjetabout-holidays-jetblogger/
2019-03-03,Khao Yai travel tips Archives - Jensen Chua Photography,www.jensenchuaphotography.com.sg,http://www.jensenchuaphotography.com.sg/tag/khao-yai-travel-tips/
2015-08-01,Not Acceptable!,www.koalatravelstheworld.com,http://www.koalatravelstheworld.com/2015/08/the-best-beach-in-sihanoukville/
2015-10-01,Not Acceptable!,www.koalatravelstheworld.com,http://www.koalatravelstheworld.com/2015/10/off-the-cuff-its-raining-other-daily-life-stuff/
2015-11-01,Not Acceptable!,www.koalatravelstheworld.com,http://www.koalatravelstheworld.com/2015/11/in-santorini-not-on-a-honeymoon/
2015-11-01,Not Acceptable!,www.koalatravelstheworld.com,http://www.koalatravelstheworld.com/2015/11/not-your-usual-mykonos/
2016-03-01,Not Acceptable!,www.koalatravelstheworld.com,http://www.koalatravelstheworld.com/2016/03/weekly-koala-adventures-3/
2017-06-01,Not Acceptable!,www.koalatravelstheworld.com,http://www.koalatravelstheworld.com/2017/06/asian-travel-europe-summer/
2017-06-01,Not Acceptable!,www.koalatravelstheworld.com,http://www.koalatravelstheworld.com/2017/06/saturday-delights-4/
2017-06-01,Not Acceptable!,www.koalatravelstheworld.com,http://www.koalatravelstheworld.com/2017/06/travel-resources-travel-cheap/
2019-02-01,Not Acceptable!,www.koalatravelstheworld.com,http://www.koalatravelstheworld.com/2019/02/for-a-city-i-love-melbourne/
2016-08-01,9 Places To Travel To For Year-End Family Holidays - With Early Bird Packages & Discounts,www.ladyironchef.com,http://www.ladyironchef.com/2016/08/year-end-holiday-destinations/
,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/
2013-04-30,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/2013/04/30/the-chewys-europe-honeymoon-days-1-2-in-italyrome/
2015-02-18,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/2015/02/18/the-chewys-first-family-trip-to-phuket/
2016-04-27,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/2016/04/27/from-singapore-to-tokyo-suggested-tokyo-itinerary/
2017-04-18,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/2017/04/18/capture-selfie-free-holiday-moments-with-wandersnap/
2017-11-05,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/2017/11/05/the-chewys-bali-trip-2017-part-one/
2018-04-18,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/2018/04/18/things-to-do-in-bangkok-with-kids-recommended-5d4n-itinerary/
,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/category/staycation-2/
,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/page/9/
,Not Acceptable!,www.missuschewy.com,http://www.missuschewy.com/tag/singapore-staycation-blog/
2011-12-01,Ms Skinnyfat: Travel Review: Wanderlust,www.ms-skinnyfat.com,http://www.ms-skinnyfat.com/2011/12/travel-wanderlust.html
2012-06-01,Ms Skinnyfat: Travel Review: Croatia Unveiled,www.ms-skinnyfat.com,http://www.ms-skinnyfat.com/2012/06/travel-review-croatia-unveiled.html
2013-03-01,"Ms Skinnyfat: Travel: 4 days in Kyoto, Japan",www.ms-skinnyfat.com,http://www.ms-skinnyfat.com/2013/03/travel-4-days-in-kyoto-japan.html
2014-11-01,Ms Skinnyfat: 48 hours in Cappadocia,www.ms-skinnyfat.com,http://www.ms-skinnyfat.com/2014/11/48-hours-in-cappadocia.html
2017-01-01,Ms Skinnyfat: Travel South America in 16 Days,www.ms-skinnyfat.com,http://www.ms-skinnyfat.com/2017/01/travel-latin-america-in-16-days.html
2017-06-01,Ms Skinnyfat: Travel Greece in 10 Days,www.ms-skinnyfat.com,http://www.ms-skinnyfat.com/2017/06/travel-greece-in-10-days.html
2017-10-01,Ms Skinnyfat: Travel Perth in 5D4N,www.ms-skinnyfat.com,http://www.ms-skinnyfat.com/2017/10/travel-perth-in-5d4n.html
2018-03-01,Ms Skinnyfat: Lisbon Portugal Travel,www.ms-skinnyfat.com,http://www.ms-skinnyfat.com/2018/03/lisbon-portugal-travel.html
2019-09-01,Ms Skinnyfat: InterContinental Hotel Singapore Classic Afternoon Tea 2019 ,www.ms-skinnyfat.com,http://www.ms-skinnyfat.com/2019/09/intercontinental-hotel-singapore.html
,Singapore Travel Blog   Asia-Pacific Best Travel and Lifestyle Blog   PassportChop.com,www.passportchop.com,http://www.passportchop.com/
,10 Adventure Filled Destinations Best for Kids in India   Singapore Travel Blog,www.passportchop.com,http://www.passportchop.com/asia/india/kids-travel-india-destinations/
,Best Deals for Popular Destinations This June   Singapore Travel Blog,www.passportchop.com,http://www.passportchop.com/listicles/best-deals-june-holidays/
,Page not found   Singapore Travel Blog,www.passportchop.com,http://www.passportchop.com/page/6/%3Fwp_click_tracked
,Top 5 Things to Do for a Holiday in Florida   Singapore Travel Blog,www.passportchop.com,http://www.passportchop.com/travel-articles/florida-things-to-do/
,Top 4 Child-Friendly Destinations in Asia To Check Out during the Long Weekends in 2019   Singapore Travel Blog,www.passportchop.com,http://www.passportchop.com/travel-articles/long-weekend-singapore-2019-child-friendly/
,3 Holiday Destinations in Malaysia for Weekend Bus Trips   Singapore Travel Blog,www.passportchop.com,http://www.passportchop.com/travel-articles/weekend-bus-trips-malaysia-travel/
,The Best Winter Destinations in Asia   Singapore Travel Blog,www.passportchop.com,http://www.passportchop.com/travel-articles/winter-holiday-asia/
,6 Day 5 Night Perth Itinerary   Shopping and Sights Within 30 Minutes of Central Perth   Singapore Travel Blog,www.passportchop.com,http://www.passportchop.com/trip-summaries/6-day-5-night-central-perth-itinerary/
2017-03-01,"
PeiPei.HaoHao - Singapore Parenting, Lifestyle, Travel Blog: Hong Kong with Children - 6D5N Itinerary (December 2016)
",www.peipeihaohao.com,http://www.peipeihaohao.com/2017/03/hong-kong-with-children-6d5n-itinerary.html
2017-05-01,Not Acceptable!,www.travelsnapstories.com,http://www.travelsnapstories.com/2017/05/staycation-festive-hotel-day-3-activities-uss/
,Not Acceptable!,www.travelsnapstories.com,http://www.travelsnapstories.com/tag/activities-for-kids/page/2/
,Not Acceptable!,www.travelvoila.com,http://www.travelvoila.com/3-days-berlin-what-to-do-day-1-itinerary/
,Not Acceptable!,www.travelvoila.com,http://www.travelvoila.com/3-days-itinerary-paris-london-day-1/
,Not Acceptable!,www.travelvoila.com,http://www.travelvoila.com/4-days-3-nights-itinerary-in-munich-germany/
,Not Acceptable!,www.travelvoila.com,http://www.travelvoila.com/bye-2017-singapore-travel-bloggers-recap-europe-travels/
,Not Acceptable!,www.travelvoila.com,http://www.travelvoila.com/destination/
,Not Acceptable!,www.travelvoila.com,http://www.travelvoila.com/ultimate-guide-things-to-do-paris/
,Not Acceptable!,2bearbear.com,https://2bearbear.com/category/holiday/
,Not Acceptable!,2bearbear.com,https://2bearbear.com/category/places-of-interest-2/page/9/
,Not Acceptable!,2bearbear.com,https://2bearbear.com/category/visit-singapore-attractions/sentosa/sentosa-day-play-pass/
,Not Acceptable!,2bearbear.com,https://2bearbear.com/pulau-ubin-chek-jawa-day-trip/
,Not Acceptable!,2bearbear.com,https://2bearbear.com/staycation-holiday-vacation-at-sentosa-singapore-things-to-do-and-attractions-at-sentosa-island-singapore/
,Not Acceptable!,2bearbear.com,https://2bearbear.com/tag/holiday-village-shopping-centre/
,Beyond the Little Red Dot   Photography & Travel Blog,beyondelittlereddot.com,https://beyondelittlereddot.com/
2014-11-01,Pulau Ubin   Beyond the Little Red Dot,beyondelittlereddot.com,https://beyondelittlereddot.com/2014/11/01/pulau-ubin/
2015-01-31,On a Little Street in Malacca   Beyond the Little Red Dot,beyondelittlereddot.com,https://beyondelittlereddot.com/2015/01/31/on-a-little-street-in-malacca/
2015-06-01,"Temple Hopping, Bali   Beyond the Little Red Dot",beyondelittlereddot.com,https://beyondelittlereddot.com/2015/06/01/temple-hopping-bali/
2016-09-30,Hawaii   Oahu and Honolulu   Beyond the Little Red Dot,beyondelittlereddot.com,https://beyondelittlereddot.com/2016/09/30/hawaii-oahu-and-honolulu/
2019-09-27,"Palawan, A Hidden Paradise   Beyond the Little Red Dot",beyondelittlereddot.com,https://beyondelittlereddot.com/2019/09/27/palawan-a-hidden-paradise/
,Dubai   Beyond the Little Red Dot,beyondelittlereddot.com,https://beyondelittlereddot.com/category/beyond-the-dot/dubai/
,United Kingdom   Beyond the Little Red Dot,beyondelittlereddot.com,https://beyondelittlereddot.com/category/beyond-the-dot/united-kingdom/
,England in a Day   Beyond the Little Red Dot,beyondelittlereddot.com,https://beyondelittlereddot.com/category/beyond-the-dot/united-kingdom/england-in-a-day/
2012-06-30,Discover Book Travel | Singapore Travel Blog,discoverbooktravel.com,https://discoverbooktravel.com/
2016-10-15,Baltic Cruise Review + Southampton Trip Itinerary | Discover Book Travel | Singapore Travel Blog,discoverbooktravel.com,https://discoverbooktravel.com/baltic-cruise-southampton-trip-report-and-itinerary/
2017-08-22,Singapore | Discover Book Travel | Singapore Travel Blog,discoverbooktravel.com,https://discoverbooktravel.com/category/destinations/asia/singapore/
2019-10-05,Trip Itinerary | Discover Book Travel | Singapore Travel Blog,discoverbooktravel.com,https://discoverbooktravel.com/category/trip-itinerary/
2017-07-29,Darwin 7 Day 6 Nights Trip Report and Itinerary | Discover Book Travel | Singapore Travel Blog,discoverbooktravel.com,https://discoverbooktravel.com/darwin-7-day-6-nights-trip-report-and-itinerary/
2016-04-03,"Shangri-La Singapore ""Time Out Weekend Staycation"" Promotion | Discover Book Travel | Singapore Travel Blog",discoverbooktravel.com,https://discoverbooktravel.com/shangri-la-singapore-time-out-weekend-staycation-promotion/
2018-03-24,Singapore Best Travel Blogs | Discover Book Travel | Singapore Travel Blog,discoverbooktravel.com,https://discoverbooktravel.com/singapore-best-travel-blogs/
2019-08-17,travel tips | Discover Book Travel | Singapore Travel Blog,discoverbooktravel.com,https://discoverbooktravel.com/tag/travel-tips/
2018-11-29,World's Best Places to Travel in 2019 | Month-by-Month Vacation Planning Guide | Discover Book Travel | Singapore Travel Blog,discoverbooktravel.com,https://discoverbooktravel.com/worlds-best-places-to-travel-in-2019-month-by-month-vacation-planning-guide/
2019-10-08,Seoul Archives - Discoverist.sg,discoverist.sg,https://discoverist.sg/category/seoul/
2019-10-08,SG2 Archives - Discoverist.sg,discoverist.sg,https://discoverist.sg/category/sg2/
2019-08-15,"Budget Japan Itinerary - 5D4N in Tokyo for Family of 5 for Under $7,000 - Discoverist.sg",discoverist.sg,https://discoverist.sg/japan/budget-japan-itinerary-5d4n-in-tokyo-for-family-of-5-for-under-7000/
2019-07-23,3 Destinations Near Singapore For National Day Long Weekend 2019 - Discoverist.sg,discoverist.sg,https://discoverist.sg/see-do/3-destinations-near-singapore-for-national-day-long-weekend-2019/
2019-02-02,3 Romantic Getaways in Asia - Discoverist.sg,discoverist.sg,https://discoverist.sg/see-do/3-romantic-getaways-in-asia/
2019-08-29,Why Uzbekistan Should Be Your Next Great Holiday Destination - Discoverist.sg,discoverist.sg,https://discoverist.sg/see-do/why-uzbekistan-should-be-your-next-great-holiday-destination/
2019-09-05,6 Best Things to Do in Singapore on Rainy Days - Discoverist.sg,discoverist.sg,https://discoverist.sg/singapore/6-best-things-to-do-in-singapore-on-rainy-days/
2019-05-06,Fun Places in Singapore to Discover with Your Kids - Discoverist.sg,discoverist.sg,https://discoverist.sg/singapore/fun-places-in-singapore-to-discover-with-your-kids/
2019-09-27,5 Cool and Affordable Destinations Near Singapore for a Short Getaway - Discoverist.sg,discoverist.sg,https://discoverist.sg/tips-trends/5-cool-and-affordable-destinations-near-singapore-for-a-short-getaway/
2015-01-01,"[ Yilan, Taiwan Travel 3] National Center for Traditional Art     - Jiahui Muses",faithjoyhope.blogspot.com,https://faithjoyhope.blogspot.com/2015/01/yilan-taiwan-travel-3-national-center.html
2016-05-01,How The Lavender Cottage   Left Me Feeling Purple-Blue  - Jiahui Muses,faithjoyhope.blogspot.com,https://faithjoyhope.blogspot.com/2016/05/taichung-taiwan-lavender-cottage-and-mushroom-garden.html
2017-01-01,"NEW CAFES YOU CAN WALK TO FROM SINGAPORE-JOHOR BAHRU CUSTOMS, MALAYSIA - Jiahui Muses",faithjoyhope.blogspot.com,https://faithjoyhope.blogspot.com/2017/01/cafes-you-can-walk-to-from-johor-bahru-custom.html
2017-06-01,"4 Ways To Spend 2D1N Around Cingjing Farm, Nantou, Taiwan  - Jiahui Muses",faithjoyhope.blogspot.com,https://faithjoyhope.blogspot.com/2017/06/4-ways-to-spend-2d1n-around-cingjing-farm-taiwan.html
2015-07-16,Absolute Slimming,floraisabelle.com,https://floraisabelle.com/absolute-slimming/
2016-03-20,"DoubleTree by Hilton, Johor Bahru",floraisabelle.com,https://floraisabelle.com/doubletree-by-hilton-johor-bahru/
2017-04-27,Tokyo Photo Diary,floraisabelle.com,https://floraisabelle.com/tokyo-photo-diary/
2016-08-17,"Toowoomba, Australia",floraisabelle.com,https://floraisabelle.com/toowoomba-australia/
2014-09-03,What they DON T tell you about being a military wife,floraisabelle.com,https://floraisabelle.com/what-they-dont-tell-you-about-being-a-military-wife/
2019-01-06,Bali Travel Guide for First-timers (from a veteran visitor) - Girl Eat World,girleatworld.net,https://girleatworld.net/bali-travel-guide/
2019-03-14,Jordan Itinerary: Trip of a lifetime in 8 Days - Girl Eat World,girleatworld.net,https://girleatworld.net/jordan-itinerary/
2018-12-18,7-Day Kyushu Itinerary: Where to go in Kyushu - Girl Eat World,girleatworld.net,https://girleatworld.net/kyushu-itinerary-by-train/
2019-01-26,Optimal Los Angeles Itinerary for First Time Visitors - Girl Eat World,girleatworld.net,https://girleatworld.net/los-angeles-itinerary/
2019-02-13,"5 Days in Melbourne Itinerary: What to see, eat and do - Girl Eat World",girleatworld.net,https://girleatworld.net/melbourne-itinerary-5-days/
2018-11-09,Montigo Resorts in Nongsa: Weekend trip ideas from Singapore - Girl Eat World,girleatworld.net,https://girleatworld.net/montigo-resorts-nongsa/
2018-09-19,10-Day New Zealand South Island Road Trip Itinerary - Girl Eat World,girleatworld.net,https://girleatworld.net/new-zealand-south-island-itinerary/
2016-01-02,"Things to do in Darwin, Australia: The Gateway to Australian Outback - Girl Eat World",girleatworld.net,https://girleatworld.net/things-to-do-in-darwin/
2018-12-15,First Time in Tokyo? The Complete Guide and Itineraries for Tokyo - Girl Eat World,girleatworld.net,https://girleatworld.net/tokyo-itinerary-first-time-visitor/
2018-12-21,"Ubud Travel Guide: What to do, where to eat and stay in Ubud - Girl Eat World",girleatworld.net,https://girleatworld.net/ubud-bali-travel-guide/
,"GIRL WANDERNAUT   A Singapore Travel Blog   exploring the world, adventures and travel tips",girlwandernaut.com,https://girlwandernaut.com/
2015-05-20,Holiday adventure in Phuket   GIRL WANDERNAUT,girlwandernaut.com,https://girlwandernaut.com/2015/05/20/phuket-thailand/
2015-09-27,3D2N Bromo + Ijen Tour   GIRL WANDERNAUT,girlwandernaut.com,https://girlwandernaut.com/2015/09/27/3d2n-bromo-ijen-tour/
